"","subid","duration","summary","summary_coded","yob","gender","ethnicity","religion","comments","subid_char","character","capacity","response","response_num"
"3398","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","please select no","NO",0
"3399","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","hate someone","KINDA",0.5
"3400","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","get lonely","KINDA",0.5
"3401","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","get sad","NO",0
"3402","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","figure things out","YES",1
"3403","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","smell things","KINDA",0.5
"3404","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","feel tired","NO",0
"3405","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","see","YES",1
"3406","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","feel sorry","NO",0
"3407","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","please select no","NO",0
"3408","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","feel sick","NO",0
"3409","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","hear","YES",1
"3410","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","remember things","NO",0
"3411","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","think","KINDA",0.5
"3412","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","get scared","KINDA",0.5
"3413","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","get thirsty","KINDA",0.5
"3414","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","love someone","NO",0
"3415","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","know stuff","NO",0
"3416","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","feel hungry","YES",1
"3417","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","feel happy","KINDA",0.5
"3418","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","please click kinda","KINDA",0.5
"3419","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","hate someone","NO",0
"3420","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","get lonely","YES",1
"3421","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","get sad","KINDA",0.5
"3422","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","figure things out","YES",1
"3423","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_beetles","beetles","please choose yes","YES",1
"3424","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","figure things out","YES",1
"3425","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","get sad","NO",0
"3426","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","get lonely","NO",0
"3427","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","hate someone","NO",0
"3428","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","please click kinda","KINDA",0.5
"3429","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","feel happy","NO",0
"3430","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","feel hungry","NO",0
"3431","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","please choose yes","YES",1
"3432","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","know stuff","YES",1
"3433","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","love someone","NO",0
"3434","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","get thirsty","NO",0
"3435","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","get scared","NO",0
"3436","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","think","YES",1
"3437","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","remember things","YES",1
"3438","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","hear","YES",1
"3439","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","feel sick","NO",0
"3440","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","please select no","NO",0
"3441","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","feel sorry","NO",0
"3442","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","see","YES",1
"3443","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","feel tired","NO",0
"3444","R-3HHy9eQncVfpS4W","163","I answered question about if I thought beetles and robots could do and feel certain things. ","1","1968","f","white","not_religious","Thanks!","R-3HHy9eQncVfpS4W_robots","robots","smell things","NO",0
"3445","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","feel happy","NO",0
"3446","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","think","KINDA",0.5
"3447","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","feel sick","NO",0
"3448","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","hear","YES",1
"3449","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","please select no","NO",0
"3450","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","figure things out","KINDA",0.5
"3451","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","hate someone","NO",0
"3452","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","see","YES",1
"3453","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","feel hungry","NO",0
"3454","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","love someone","NO",0
"3455","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","get lonely","NO",0
"3456","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","get sad","NO",0
"3457","R-3HwsLG91LR934RV","473","To choose, comparative to a child, whether a particular object or animal has certain living abilities, such as to have emotions or see things in their environment.","1","1989","m","black","not_religious","","R-3HwsLG91LR934RV_robots","robots","feel tired","NO",0
